C1 BodySize,C1 WicksUp,C1 WicksDown,C1 CandleType,C2 BodySize,C2 WicksUp,C2 WicksDown,C2 CandleType,C3 BodySize,C3 WicksUp,C3 WicksDown,C3 CandleType,P0ICTION OUTPUT
0.181,0.397,0.13,0,1.437,0.19,0.224,1,0.4,0.204,0.076,1,1
1.437,0.19,0.224,1,0.4,0.204,0.076,1,0.259,0.211,0.241,1,1
0.4,0.204,0.076,1,0.259,0.211,0.241,1,0.141,0.147,0.26,1,0
0.259,0.211,0.241,1,0.141,0.147,0.26,1,0.01,0.591,0.193,0,1
0.141,0.147,0.26,1,0.01,0.591,0.193,0,0.4,0.1,0.001,1,0
0.01,0.591,0.193,0,0.4,0.1,0.001,1,0.313,0.131,0.117,0,1
0.4,0.1,0.001,1,0.313,0.131,0.117,0,0.62,0.401,0.196,1,1
0.313,0.131,0.117,0,0.62,0.401,0.196,1,0.333,0.257,0,1,0
0.62,0.401,0.196,1,0.333,0.257,0,1,0.314,0,0.027,0,0
0.333,0.257,0,1,0.314,0,0.027,0,0.22,0.203,0.008,0,1
0.314,0,0.027,0,0.22,0.203,0.008,0,0.339,0,0.291,1,0
0.22,0.203,0.008,0,0.339,0,0.291,1,0.55,0.057,0.601,0,0
0.339,0,0.291,1,0.55,0.057,0.601,0,0.421,0.199,0.09,0,0
0.55,0.057,0.601,0,0.421,0.199,0.09,0,0.28,0.53,0.041,0,0
0.421,0.199,0.09,0,0.28,0.53,0.041,0,0.53,0.12,0.1,0,1
0.28,0.53,0.041,0,0.53,0.12,0.1,0,0.01,0.06,0.4,1,1
0.53,0.12,0.1,0,0.01,0.06,0.4,1,0.29,0.087,0.252,1,1
0.01,0.06,0.4,1,0.29,0.087,0.252,1,0.199,0.097,0.111,1,0
0.29,0.087,0.252,1,0.199,0.097,0.111,1,0.869,0.391,0.203,0,1
0.199,0.097,0.111,1,0.869,0.391,0.203,0,0.546,0.321,0.021,1,1
0.869,0.391,0.203,0,0.546,0.321,0.021,1,0.19,0.031,0.209,1,1
0.546,0.321,0.021,1,0.19,0.031,0.209,1,0.473,0.021,0.127,1,1
0.19,0.031,0.209,1,0.473,0.021,0.127,1,0.01,0.409,0.181,1,1
0.473,0.021,0.127,1,0.01,0.409,0.181,1,0.4,0.12,0.08,1,1
0.01,0.409,0.181,1,0.4,0.12,0.08,1,0.1,0.3,0.014,1,1
0.4,0.12,0.08,1,0.1,0.3,0.014,1,0.174,0.26,0.027,1,1
0.1,0.3,0.014,1,0.174,0.26,0.027,1,0.21,0.118,0,1,1
0.174,0.26,0.027,1,0.21,0.118,0,1,0.75,0.55,0.001,1,1
0.21,0.118,0,1,0.75,0.55,0.001,1,0.173,0.39,0.007,1,0
0.75,0.55,0.001,1,0.173,0.39,0.007,1,0.121,0.616,0.119,0,0
0.173,0.39,0.007,1,0.121,0.616,0.119,0,0.13,0.401,0.463,0,0
0.121,0.616,0.119,0,0.13,0.401,0.463,0,0.619,0.121,0.113,0,0
0.13,0.401,0.463,0,0.619,0.121,0.113,0,0.17,0.417,0.15,0,0
0.619,0.121,0.113,0,0.17,0.417,0.15,0,0.084,0.32,0.18,0,1
0.17,0.417,0.15,0,0.084,0.32,0.18,0,0.153,0.397,0,1,1
0.084,0.32,0.18,0,0.153,0.397,0,1,0.009,0.384,0.198,1,1
0.153,0.397,0,1,0.009,0.384,0.198,1,0.303,0.187,0.099,1,0
0.009,0.384,0.198,1,0.303,0.187,0.099,1,0.197,0.171,0.11,0,0
0.303,0.187,0.099,1,0.197,0.171,0.11,0,0.169,0.294,0.141,0,0
0.197,0.171,0.11,0,0.169,0.294,0.141,0,1.219,0.13,0.021,0,1
0.169,0.294,0.141,0,1.219,0.13,0.021,0,0.166,0.181,0.251,1,0
1.219,0.13,0.021,0,0.166,0.181,0.251,1,0.406,0.5,0.211,0,0
0.166,0.181,0.251,1,0.406,0.5,0.211,0,0.701,0.43,0.112,0,0
0.406,0.5,0.211,0,0.701,0.43,0.112,0,0.284,0.277,0.287,0,1
0.701,0.43,0.112,0,0.284,0.277,0.287,0,0.231,0.102,0.4,1,1
0.284,0.277,0.287,0,0.231,0.102,0.4,1,0.528,0.37,0,1,0
0.231,0.102,0.4,1,0.528,0.37,0,1,0.706,0.011,0.063,0,1
0.528,0.37,0,1,0.706,0.011,0.063,0,0.091,0.52,0.81,1,1
0.706,0.011,0.063,0,0.091,0.52,0.81,1,0.251,0.43,0.313,1,0
0.091,0.52,0.81,1,0.251,0.43,0.313,1,0.06,0.17,0.431,0,0
0.251,0.43,0.313,1,0.06,0.17,0.431,0,0.311,0,0.4,0,1
0.06,0.17,0.431,0,0.311,0,0.4,0,0.01,0.15,0.42,1,1
0.311,0,0.4,0,0.01,0.15,0.42,1,0.13,0.261,0.14,1,1
0.01,0.15,0.42,1,0.13,0.261,0.14,1,0.119,0.307,0.101,1,1
0.13,0.261,0.14,1,0.119,0.307,0.101,1,0.257,0.214,0.149,1,0
0.119,0.307,0.101,1,0.257,0.214,0.149,1,0.18,0.541,0.2,0,1
0.257,0.214,0.149,1,0.18,0.541,0.2,0,0.294,0.076,0.097,1,1
0.18,0.541,0.2,0,0.294,0.076,0.097,1,0.418,0.109,0.123,1,0
0.294,0.076,0.097,1,0.418,0.109,0.123,1,0.121,0.212,0.017,0,0
0.418,0.109,0.123,1,0.121,0.212,0.017,0,0.24,0.048,0.123,0,0
0.121,0.212,0.017,0,0.24,0.048,0.123,0,0.116,0.403,0.12,0,1
0.24,0.048,0.123,0,0.116,0.403,0.12,0,0.08,0.008,0.13,1,1
0.116,0.403,0.12,0,0.08,0.008,0.13,1,0.252,0.011,0.148,1,0
0.08,0.008,0.13,1,0.252,0.011,0.148,1,0.109,0.19,0.001,0,0
0.252,0.011,0.148,1,0.109,0.19,0.001,0,0.253,0.001,0.057,0,0
0.109,0.19,0.001,0,0.253,0.001,0.057,0,0.057,0.101,0.043,0,0
0.253,0.001,0.057,0,0.057,0.101,0.043,0,0.103,0.198,0,0,0
0.057,0.101,0.043,0,0.103,0.198,0,0,0.197,0.1,0.08,0,1
0.103,0.198,0,0,0.197,0.1,0.08,0,0.24,0.056,0.054,1,0
0.197,0.1,0.08,0,0.24,0.056,0.054,1,0.37,0.067,0.049,0,0
0.24,0.056,0.054,1,0.37,0.067,0.049,0,0.114,0.237,0.067,0,1
0.37,0.067,0.049,0,0.114,0.237,0.067,0,0.598,0.15,0.4,1,0
0.114,0.237,0.067,0,0.598,0.15,0.4,1,0.02,0.179,0.191,0,0
0.598,0.15,0.4,1,0.02,0.179,0.191,0,0.03,0.11,0.139,0,1
0.02,0.179,0.191,0,0.03,0.11,0.139,0,0.049,0.091,0.161,1,1
0.03,0.11,0.139,0,0.049,0.091,0.161,1,0.703,0.297,0.007,1,1
0.049,0.091,0.161,1,0.703,0.297,0.007,1,0.387,0,0.021,1,0
0.703,0.297,0.007,1,0.387,0,0.021,1,0.227,0.013,0.001,0,0
0.387,0,0.021,1,0.227,0.013,0.001,0,0.096,0.481,0.324,0,1
0.227,0.013,0.001,0,0.096,0.481,0.324,0,0.224,0.369,0.097,1,0
0.096,0.481,0.324,0,0.224,0.369,0.097,1,0.07,0.198,0.1,0,0
0.224,0.369,0.097,1,0.07,0.198,0.1,0,0.241,0.047,0.26,0,1
0.07,0.198,0.1,0,0.241,0.047,0.26,0,0.666,0.15,0.051,1,0
0.241,0.047,0.26,0,0.666,0.15,0.051,1,0.2,0,0.291,0,1
0.666,0.15,0.051,1,0.2,0,0.291,0,0.18,0.01,0.12,1,1
0.2,0,0.291,0,0.18,0.01,0.12,1,0.101,0.15,0.009,1,1
0.18,0.01,0.12,1,0.101,0.15,0.009,1,0.292,0.028,0.001,1,1
0.101,0.15,0.009,1,0.292,0.028,0.001,1,0.139,0.177,0.024,1,1
0.292,0.028,0.001,1,0.139,0.177,0.024,1,0.283,0.328,0.067,1,1
0.139,0.177,0.024,1,0.283,0.328,0.067,1,0.443,0.058,0.077,1,0
0.283,0.328,0.067,1,0.443,0.058,0.077,1,0.109,0.117,0.044,0,1
0.443,0.058,0.077,1,0.109,0.117,0.044,0,0.271,0,0,1,0
0.109,0.117,0.044,0,0.271,0,0,1,0.112,0.01,0.041,0,1
0.271,0,0,1,0.112,0.01,0.041,0,0.103,0.039,0.03,1,0
0.112,0.01,0.041,0,0.103,0.039,0.03,1,0.001,0.03,0.02,0,0
0.103,0.039,0.03,1,0.001,0.03,0.02,0,0.101,0.01,0.012,0,0
0.001,0.03,0.02,0,0.101,0.01,0.012,0,0.499,0.051,0.001,0,1
0.101,0.01,0.012,0,0.499,0.051,0.001,0,0.061,0.049,0.14,1,0
0.499,0.051,0.001,0,0.061,0.049,0.14,1,0.013,0.001,0.067,0,1
0.061,0.049,0.14,1,0.013,0.001,0.067,0,0,0.051,0.097,1,0
0.013,0.001,0.067,0,0,0.051,0.097,1,0.199,0.024,0.047,0,0
0,0.051,0.097,1,0.199,0.024,0.047,0,0.117,0.053,0.104,0,0
0.199,0.024,0.047,0,0.117,0.053,0.104,0,0.087,0.004,0.15,0,0
0.117,0.053,0.104,0,0.087,0.004,0.15,0,0.329,0,0.361,0,0
0.087,0.004,0.15,0,0.329,0,0.361,0,0.4,0.021,0.04,0,1
0.329,0,0.361,0,0.4,0.021,0.04,0,0.149,0.05,0.021,1,0
0.4,0.021,0.04,0,0.149,0.05,0.021,1,0.161,0.05,0,0,0
0.149,0.05,0.021,1,0.161,0.05,0,0,0.001,0.03,0.023,0,0
0.161,0.05,0,0,0.001,0.03,0.023,0,0.061,0.037,0.02,0,0
0.001,0.03,0.023,0,0.061,0.037,0.02,0,0.2,0.11,0.121,0,0
0.061,0.037,0.02,0,0.2,0.11,0.121,0,0.089,0.111,0.011,0,1
0.2,0.11,0.121,0,0.089,0.111,0.011,0,0.32,0.099,0.201,1,0
0.089,0.111,0.011,0,0.32,0.099,0.201,1,0.05,0.111,0,0,0
0.32,0.099,0.201,1,0.05,0.111,0,0,0.07,0.171,0,0,1
0.05,0.111,0,0,0.07,0.171,0,0,0.189,0.05,0.021,1,1
0.07,0.171,0,0,0.189,0.05,0.021,1,0.361,0.44,0.05,1,1
0.189,0.05,0.021,1,0.361,0.44,0.05,1,0.11,0.101,0.143,1,1
0.361,0.44,0.05,1,0.11,0.101,0.143,1,0.007,0.014,0.429,1,0
0.11,0.101,0.143,1,0.007,0.014,0.429,1,0.299,0.021,0.22,0,0
0.007,0.014,0.429,1,0.299,0.021,0.22,0,0.089,0.107,0.111,0,1
0.299,0.021,0.22,0,0.089,0.107,0.111,0,0.28,0.118,0.019,1,1
0.089,0.107,0.111,0,0.28,0.118,0.019,1,0.011,0.307,0.01,1,1
0.28,0.118,0.019,1,0.011,0.307,0.01,1,0.55,0.108,0.03,1,1
0.011,0.307,0.01,1,0.55,0.108,0.03,1,0.014,0.23,0.109,1,1
0.55,0.108,0.03,1,0.014,0.23,0.109,1,0.66,0.248,0,1,0
0.014,0.23,0.109,1,0.66,0.248,0,1,0.701,0.01,0.307,0,1
0.66,0.248,0,1,0.701,0.01,0.307,0,0.016,0.231,0.184,1,1
0.701,0.01,0.307,0,0.016,0.231,0.184,1,0.372,0.151,0.018,1,0
0.016,0.231,0.184,1,0.372,0.151,0.018,1,0.307,0.094,0.122,0,0
0.372,0.151,0.018,1,0.307,0.094,0.122,0,0.101,0.057,0.043,0,1
0.307,0.094,0.122,0,0.101,0.057,0.043,0,0.5,0.049,0.001,1,1
0.101,0.057,0.043,0,0.5,0.049,0.001,1,0.499,0.391,0.011,1,1
0.5,0.049,0.001,1,0.499,0.391,0.011,1,0.31,0.008,0.01,1,1
0.499,0.391,0.011,1,0.31,0.008,0.01,1,0.569,1.097,0.001,1,1
0.31,0.008,0.01,1,0.569,1.097,0.001,1,0.501,0.2,0,1,0
0.569,1.097,0.001,1,0.501,0.2,0,1,0.389,0.021,0.121,0,0
0.501,0.2,0,1,0.389,0.021,0.121,0,0.281,0.399,0.04,0,1
0.389,0.021,0.121,0,0.281,0.399,0.04,0,0.6,0.031,0,1,1
0.281,0.399,0.04,0,0.6,0.031,0,1,0.1,0.11,0.044,1,0
0.6,0.031,0,1,0.1,0.11,0.044,1,0.39,0.111,0.08,0,1
0.1,0.11,0.044,1,0.39,0.111,0.08,0,0.29,0.206,0.014,1,1
0.39,0.111,0.08,0,0.29,0.206,0.014,1,0.211,0.139,0.173,1,0
0.29,0.206,0.014,1,0.211,0.139,0.173,1,0.82,0.001,0,0,1
0.211,0.139,0.173,1,0.82,0.001,0,0,0,0.18,0.253,1,1
0.82,0.001,0,0,0,0.18,0.253,1,0.16,0.09,0,1,0
0,0.18,0.253,1,0.16,0.09,0,1,0.1,0.19,0.223,0,1
0.16,0.09,0,1,0.1,0.19,0.223,0,0.089,0.158,0.061,1,0
0.1,0.19,0.223,0,0.089,0.158,0.061,1,0.024,0.029,0.087,0,1
0.089,0.158,0.061,1,0.024,0.029,0.087,0,0.273,0.096,0.001,1,0
0.024,0.029,0.087,0,0.273,0.096,0.001,1,0.179,0.001,0.311,0,1
0.273,0.096,0.001,1,0.179,0.001,0.311,0,0.178,0.239,0.06,1,0
0.179,0.001,0.311,0,0.178,0.239,0.06,1,0.298,0.089,0.07,0,0
0.178,0.239,0.06,1,0.298,0.089,0.07,0,0.309,0.011,0.001,0,1
0.298,0.089,0.07,0,0.309,0.011,0.001,0,0.068,0.062,0.533,1,1
0.309,0.011,0.001,0,0.068,0.062,0.533,1,0.483,0.891,0.07,1,0
0.068,0.062,0.533,1,0.483,0.891,0.07,1,0.061,0.56,0.29,0,0
0.483,0.891,0.07,1,0.061,0.56,0.29,0,0.229,0.26,0.061,0,0
0.061,0.56,0.29,0,0.229,0.26,0.061,0,0.08,0.141,0.11,0,1
0.229,0.26,0.061,0,0.08,0.141,0.11,0,0.31,0.291,0.09,1,1
0.08,0.141,0.11,0,0.31,0.291,0.09,1,0.509,0.011,0.191,1,0
0.31,0.291,0.09,1,0.509,0.011,0.191,1,0.529,0.1,0.011,0,0
0.509,0.011,0.191,1,0.529,0.1,0.011,0,0.161,0.13,0.1,0,0
0.529,0.1,0.011,0,0.161,0.13,0.1,0,0.091,0,0.34,0,1
0.161,0.13,0.1,0,0.091,0,0.34,0,0.28,0.099,0.153,1,0
0.091,0,0.34,0,0.28,0.099,0.153,1,0.6,0.001,0.002,0,1
0.28,0.099,0.153,1,0.6,0.001,0.002,0,0.309,0.101,0.09,1,0
0.6,0.001,0.002,0,0.309,0.101,0.09,1,0.17,0.109,0.074,0,1
0.309,0.101,0.09,1,0.17,0.109,0.074,0,0.256,0.234,0.041,1,1
0.17,0.109,0.074,0,0.256,0.234,0.041,1,0.123,0.03,0.127,1,1
0.256,0.234,0.041,1,0.123,0.03,0.127,1,0.169,0.157,0.121,1,1
0.123,0.03,0.127,1,0.169,0.157,0.121,1,0.02,0.189,0.001,1,1
0.169,0.157,0.121,1,0.02,0.189,0.001,1,0.28,0.177,0.021,1,0
0.02,0.189,0.001,1,0.28,0.177,0.021,1,0.12,0.031,0.19,0,1
0.28,0.177,0.021,1,0.12,0.031,0.19,0,0.01,0.03,0.2,1,0
0.12,0.031,0.19,0,0.01,0.03,0.2,1,0.237,0.184,0.122,0,0
0.01,0.03,0.2,1,0.237,0.184,0.122,0,0.201,0.069,0.1,0,1
0.237,0.184,0.122,0,0.201,0.069,0.1,0,0.22,0.11,0.001,1,0
0.201,0.069,0.1,0,0.22,0.11,0.001,1,0.121,0.01,0.143,0,1
0.22,0.11,0.001,1,0.121,0.01,0.143,0,0.109,0.021,0.094,1,1
0.121,0.01,0.143,0,0.109,0.021,0.094,1,0.02,0.069,0.101,1,0
0.109,0.021,0.094,1,0.02,0.069,0.101,1,0.429,0.081,0.001,0,0
0.02,0.069,0.101,1,0.429,0.081,0.001,0,0.19,0.091,0.09,0,0
0.429,0.081,0.001,0,0.19,0.091,0.09,0,0.089,0.311,0.101,0,1
0.19,0.091,0.09,0,0.089,0.311,0.101,0,0.26,0.01,0.384,1,0
0.089,0.311,0.101,0,0.26,0.01,0.384,1,0.01,0.149,0.351,0,1
0.26,0.01,0.384,1,0.01,0.149,0.351,0,0.031,0.02,0.17,1,0
0.01,0.149,0.351,0,0.031,0.02,0.17,1,0.129,0.171,0.001,0,1
0.031,0.02,0.17,1,0.129,0.171,0.001,0,0.62,0.001,0.069,1,1
0.129,0.171,0.001,0,0.62,0.001,0.069,1,0.301,0,0.61,1,1
0.62,0.001,0.069,1,0.301,0,0.61,1,0.371,0.4,0.113,1,1
0.301,0,0.61,1,0.371,0.4,0.113,1,0.67,0.551,0,1,0
0.371,0.4,0.113,1,0.67,0.551,0,1,0.111,0.1,0.32,0,1
0.67,0.551,0,1,0.111,0.1,0.32,0,0.056,0.354,0.144,1,0
0.111,0.1,0.32,0,0.056,0.354,0.144,1,0.169,0.131,0.22,0,0
0.056,0.354,0.144,1,0.169,0.131,0.22,0,0.508,0,0.393,0,1
0.169,0.131,0.22,0,0.508,0,0.393,0,0.01,0.428,0.12,1,1
0.508,0,0.393,0,0.01,0.428,0.12,1,0.11,0.2,0.121,1,0
0.01,0.428,0.12,1,0.11,0.2,0.121,1,0.42,0.37,0,0,1
0.11,0.2,0.121,1,0.42,0.37,0,0,0.021,0.32,0.21,1,0
0.42,0.37,0,0,0.021,0.32,0.21,1,0.61,0.001,0.1,0,1
0.021,0.32,0.21,1,0.61,0.001,0.1,0,0.717,0.111,0.09,1,1
0.61,0.001,0.1,0,0.717,0.111,0.09,1,0.274,0.11,0.317,1,0
0.717,0.111,0.09,1,0.274,0.11,0.317,1,0.047,0.243,0.121,0,1
0.274,0.11,0.317,1,0.047,0.243,0.121,0,0.7,0.197,0.093,1,0
0.047,0.243,0.121,0,0.7,0.197,0.093,1,0.6,0.081,0.129,0,1
0.7,0.197,0.093,1,0.6,0.081,0.129,0,0.367,0.48,0.24,1,0
0.6,0.081,0.129,0,0.367,0.48,0.24,1,0.108,0.283,0.09,0,0
0.367,0.48,0.24,1,0.108,0.283,0.09,0,0.311,0.08,0.233,0,0
0.108,0.283,0.09,0,0.311,0.08,0.233,0,0.323,0.041,0.099,0,1
0.311,0.08,0.233,0,0.323,0.041,0.099,0,0,0.204,0.147,1,1
0.323,0.041,0.099,0,0,0.204,0.147,1,0.02,0.223,0.117,1,1
0,0.204,0.147,1,0.02,0.223,0.117,1,0.063,0.338,0.087,1,0
0.02,0.223,0.117,1,0.063,0.338,0.087,1,0.379,0.247,0.07,0,0
0.063,0.338,0.087,1,0.379,0.247,0.07,0,0.09,0.107,0.184,0,0
0.379,0.247,0.07,0,0.09,0.107,0.184,0,0.422,0.111,0.128,0,1
0.09,0.107,0.184,0,0.422,0.111,0.128,0,0.172,0.051,0.32,1,1
0.422,0.111,0.128,0,0.172,0.051,0.32,1,0.429,0.221,0.071,1,1
0.172,0.051,0.32,1,0.429,0.221,0.071,1,0.031,0.51,0.392,1,1
0.429,0.221,0.071,1,0.031,0.51,0.392,1,0.31,0.591,0.009,1,0
0.031,0.51,0.392,1,0.31,0.591,0.009,1,0.103,0.11,0.198,0,1
0.31,0.591,0.009,1,0.103,0.11,0.198,0,0.093,0.23,0.098,1,0
0.103,0.11,0.198,0,0.093,0.23,0.098,1,0.08,0.211,0.15,0,1
0.093,0.23,0.098,1,0.08,0.211,0.15,0,0.281,0.22,0,1,1
0.08,0.211,0.15,0,0.281,0.22,0,1,0.01,0.26,0.1,1,1
0.281,0.22,0,1,0.01,0.26,0.1,1,0.02,0.121,0.43,1,0
0.01,0.26,0.1,1,0.02,0.121,0.43,1,0.389,0,0.034,0,0
0.02,0.121,0.43,1,0.389,0,0.034,0,0.002,0.081,0.128,0,0
0.389,0,0.034,0,0.002,0.081,0.128,0,0.377,0.173,0.26,0,1
0.002,0.081,0.128,0,0.377,0.173,0.26,0,0.109,0.151,0.104,1,0
0.377,0.173,0.26,0,0.109,0.151,0.104,1,0.234,0.019,0.069,0,1
0.109,0.151,0.104,1,0.234,0.019,0.069,0,0.332,0.101,0.197,1,0
0.234,0.019,0.069,0,0.332,0.101,0.197,1,0.13,0.099,0.164,0,0
0.332,0.101,0.197,1,0.13,0.099,0.164,0,0.209,0.101,0.15,0,1
0.13,0.099,0.164,0,0.209,0.101,0.15,0,0.28,0.118,0.01,1,1
0.209,0.101,0.15,0,0.28,0.118,0.01,1,0.099,0.001,0.133,1,1
0.28,0.118,0.01,1,0.099,0.001,0.133,1,0.111,0.03,0.16,1,1
0.099,0.001,0.133,1,0.111,0.03,0.16,1,0.438,0.032,0.02,1,1
0.111,0.03,0.16,1,0.438,0.032,0.02,1,0.026,0.033,0.213,1,0
0.438,0.032,0.02,1,0.026,0.033,0.213,1,0.106,0,0.23,0,0
0.026,0.033,0.213,1,0.106,0,0.23,0,0.233,0.078,0.07,0,0
0.106,0,0.23,0,0.233,0.078,0.07,0,0.071,0.2,0.13,0,1
0.233,0.078,0.07,0,0.071,0.2,0.13,0,0.282,0.137,0.028,1,0
0.071,0.2,0.13,0,0.282,0.137,0.028,1,0.21,0.187,0.014,0,1
0.282,0.137,0.028,1,0.21,0.187,0.014,0,0.01,0.001,0.29,1,0
0.21,0.187,0.014,0,0.01,0.001,0.29,1,0.31,0.139,0.041,0,0
0.01,0.001,0.29,1,0.31,0.139,0.041,0,0.089,0.014,0.158,0,0
0.31,0.139,0.041,0,0.089,0.014,0.158,0,0.067,0.203,0.041,0,1
0.089,0.014,0.158,0,0.067,0.203,0.041,0,0.018,0.279,0.11,1,1
0.067,0.203,0.041,0,0.018,0.279,0.11,1,0.532,0.318,0.051,1,1
0.018,0.279,0.11,1,0.532,0.318,0.051,1,0.72,0.378,0.079,1,1
0.532,0.318,0.051,1,0.72,0.378,0.079,1,0.317,0.923,0.061,1,1
0.72,0.378,0.079,1,0.317,0.923,0.061,1,0.067,0.3,0.14,1,0
0.317,0.923,0.061,1,0.067,0.3,0.14,1,0.41,0.03,0.09,0,1
0.067,0.3,0.14,1,0.41,0.03,0.09,0,0.041,0.096,0.292,1,0
0.41,0.03,0.09,0,0.041,0.096,0.292,1,0.579,0.111,0.373,0,1
0.041,0.096,0.292,1,0.579,0.111,0.373,0,0.15,0.16,0.06,1,1
0.579,0.111,0.373,0,0.15,0.16,0.06,1,0.049,0.41,0.054,1,0
0.15,0.16,0.06,1,0.049,0.41,0.054,1,0.269,0.02,0.083,0,0
0.049,0.41,0.054,1,0.269,0.02,0.083,0,0.201,0.109,0.052,0,1
0.269,0.02,0.083,0,0.201,0.109,0.052,0,0.161,0.14,0.12,1,0
0.201,0.109,0.052,0,0.161,0.14,0.12,1,0.29,0.031,0.043,0,1
0.161,0.14,0.12,1,0.29,0.031,0.043,0,0.07,0.2,0.24,1,0
0.29,0.031,0.043,0,0.07,0.2,0.24,1,0.531,0.03,0.139,0,1
0.07,0.2,0.24,1,0.531,0.03,0.139,0,0.31,0.02,0.111,1,1
0.531,0.03,0.139,0,0.31,0.02,0.111,1,0.239,0.021,0.061,1,1
0.31,0.02,0.111,1,0.239,0.021,0.061,1,0.427,0.083,0.02,1,0
0.239,0.021,0.061,1,0.427,0.083,0.02,1,0.02,0.17,0.288,0,0
0.427,0.083,0.02,1,0.02,0.17,0.288,0,0.397,0.089,0.191,0,1
0.02,0.17,0.288,0,0.397,0.089,0.191,0,0.15,0.038,0.31,1,0
0.397,0.089,0.191,0,0.15,0.038,0.31,1,0.3,0.101,0.03,0,0
0.15,0.038,0.31,1,0.3,0.101,0.03,0,0.081,0.266,0.072,0,0
0.3,0.101,0.03,0,0.081,0.266,0.072,0,0.091,0.007,0.622,0,0
0.081,0.266,0.072,0,0.091,0.007,0.622,0,0.014,0.1,0.41,0,0
0.091,0.007,0.622,0,0.014,0.1,0.41,0,0.247,0.174,0.273,0,1
0.014,0.1,0.41,0,0.247,0.174,0.273,0,0.039,0.108,0.243,1,1
0.247,0.174,0.273,0,0.039,0.108,0.243,1,0.517,0.099,0.101,1,0
0.039,0.108,0.243,1,0.517,0.099,0.101,1,0.341,0.21,0.087,0,1
0.517,0.099,0.101,1,0.341,0.21,0.087,0,0.44,0.107,0.311,1,1
0.341,0.21,0.087,0,0.44,0.107,0.311,1,0.437,0,0.09,1,0
0.44,0.107,0.311,1,0.437,0,0.09,1,0.249,0.051,0.387,0,0
0.437,0,0.09,1,0.249,0.051,0.387,0,0.191,0.213,0.197,0,0
0.249,0.051,0.387,0,0.191,0.213,0.197,0,0.139,0.544,0.197,0,0
0.191,0.213,0.197,0,0.139,0.544,0.197,0,0.157,0.323,0.071,0,0
0.139,0.544,0.197,0,0.157,0.323,0.071,0,1.7,0.284,0.8,0,0
0.157,0.323,0.071,0,1.7,0.284,0.8,0,0.64,0,0.699,0,0
1.7,0.284,0.8,0,0.64,0,0.699,0,1.197,0,0.269,0,0
0.64,0,0.699,0,1.197,0,0.269,0,0.609,0.031,0.221,0,1
1.197,0,0.269,0,0.609,0.031,0.221,0,0.56,0.13,0.55,1,1
0.609,0.031,0.221,0,0.56,0.13,0.55,1,0.531,0,0.17,1,0
0.56,0.13,0.55,1,0.531,0,0.17,1,0.819,0.011,0.461,0,1
0.531,0,0.17,1,0.819,0.011,0.461,0,0,0.49,0.62,1,0
0.819,0.011,0.461,0,0,0.49,0.62,1,0.019,0.03,1.19,0,1
0,0.49,0.62,1,0.019,0.03,1.19,0,0.23,0.188,0.29,1,1
0.019,0.03,1.19,0,0.23,0.188,0.29,1,0.696,0.194,0.293,1,1
0.23,0.188,0.29,1,0.696,0.194,0.293,1,0.674,0.399,0.077,1,1
0.696,0.194,0.293,1,0.674,0.399,0.077,1,0.258,0.023,0.7,1,0
0.674,0.399,0.077,1,0.258,0.023,0.7,1,0.06,0.382,0.151,0,0
0.258,0.023,0.7,1,0.06,0.382,0.151,0,0.494,0.37,0.117,0,1
0.06,0.382,0.151,0,0.494,0.37,0.117,0,0.333,0.321,0.076,1,1
0.494,0.37,0.117,0,0.333,0.321,0.076,1,1.548,0.562,0.103,1,1
0.333,0.321,0.076,1,1.548,0.562,0.103,1,0.58,0.568,0.3,1,0
1.548,0.562,0.103,1,0.58,0.568,0.3,1,0.379,0.32,0.108,0,1
0.58,0.568,0.3,1,0.379,0.32,0.108,0,1.479,0.32,0.011,1,1
0.379,0.32,0.108,0,1.479,0.32,0.011,1,0.493,0.311,0.49,1,0
1.479,0.32,0.011,1,0.493,0.311,0.49,1,0.501,0.252,0.197,0,1
0.493,0.311,0.49,1,0.501,0.252,0.197,0,0.251,0.406,0.1,1,1
0.501,0.252,0.197,0,0.251,0.406,0.1,1,0.491,0.71,0.1,1,0
0.251,0.406,0.1,1,0.491,0.71,0.1,1,0.459,0.278,0.551,0,0
0.491,0.71,0.1,1,0.459,0.278,0.551,0,0.121,0.009,0.37,0,0
0.459,0.278,0.551,0,0.121,0.009,0.37,0,0.31,0.11,0.18,0,0
0.121,0.009,0.37,0,0.31,0.11,0.18,0,0.329,0.158,0.311,0,0
0.31,0.11,0.18,0,0.329,0.158,0.311,0,0.521,0.31,0.063,0,1
0.329,0.158,0.311,0,0.521,0.31,0.063,0,1.297,0.1,0.044,1,0
0.521,0.31,0.063,0,1.297,0.1,0.044,1,0.367,0,0.191,0,1
1.297,0.1,0.044,1,0.367,0,0.191,0,0.699,0.01,0.191,1,1
0.367,0,0.191,0,0.699,0.01,0.191,1,0.35,0.011,0.05,1,0
0.699,0.01,0.191,1,0.35,0.011,0.05,1,0.011,0.849,0.102,0,0
0.35,0.011,0.05,1,0.011,0.849,0.102,0,0.473,0.159,0.021,0,0
0.011,0.849,0.102,0,0.473,0.159,0.021,0,0.333,0.157,0.157,0,0
0.473,0.159,0.021,0,0.333,0.157,0.157,0,0.408,0.109,0.1,0,1
